iri,label,definition,type,parent_iri
https://w3id.org/gcdfo/salmon#Type6,"Type-6, Presence or Absence","Non-numeric, year-specific record of presence/not detected (i.e., present/absent without estimating a count), tied to an explicit time and location, with reliable species identification. Underlying field methods may be highly variable; analysis is not required.",skos_concept,https://w3id.org/gcdfo/salmon#EstimateType
https://w3id.org/gcdfo/salmon#UpperBenchmark,Upper benchmark,"An upper-threshold benchmark value, typically delineating the boundary between Amber and Green status zones.",skos_concept,
https://w3id.org/gcdfo/salmon#UpperBiologicalBenchmark,Upper biological benchmark,Upper benchmark value for a metric used to delineate Wild Salmon Policy status zones (typically the boundary between Amber and Green zones).,owl_class,https://w3id.org/gcdfo/salmon#MetricBenchmark
https://w3id.org/gcdfo/salmon#UpperStockReferencePoint,Upper stock reference,A threshold below which fishing must be reduced to avoid reaching the LRP. The USR must be set at an appropriate distance above the LRP to provide sufficient opportunity for managers to recognize a declining stock status and sufficient time for management actions to take effect. ,owl_class,https://w3id.org/gcdfo/salmon#ReferencePoint
https://w3id.org/gcdfo/salmon#Uptime,Uptime,Counting/device uptime < 95% (or <90% with interpolation),skos_concept,https://w3id.org/gcdfo/salmon#DowngradeCriteria
https://w3id.org/gcdfo/salmon#Visibility,Visibility,Poor visibility conditions,skos_concept,https://w3id.org/gcdfo/salmon#DowngradeCriteria
https://w3id.org/gcdfo/salmon#VisualGroundCount,Visual Ground Count,"Visual surveys conducted by stream/bank walk with documented visit schedule, reach coverage, timing, and visibility conditions.",skos_concept,https://w3id.org/gcdfo/salmon#EnumerationMethod
https://w3id.org/gcdfo/salmon#VisualSnorkelCount,Visual Snorkel Count,"Two or more trained snorkelers conduct standardized passes within defined segments, tallying live/dead by species. Field forms capture visibility class, segment boundaries, and repeat-visit schedule; counts are aggregated across observers/passes.",skos_concept,https://w3id.org/gcdfo/salmon#EnumerationMethod
https://w3id.org/gcdfo/salmon#WildSalmonPolicyTheme,Wild Salmon Policy,"Conservation Unit based stock assessment methods, metrics, and metadata",skos_concept,
https://w3id.org/gcdfo/salmon#WildSalmonPolicy,Wild Salmon Policy,"Canada's Wild Salmon Policy framework for conserving and managing wild Pacific salmon, including integrated status assessments and biological benchmarks for Conservation Units.",skos_concept,https://w3id.org/gcdfo/salmon#PolicyFramework
https://w3id.org/gcdfo/salmon#WSPBiologicalStatusZone,Wild Salmon Policy biological status zone,"The biological status of a Conservation Unit (CU) will normally be based on the abundance and distribution of spawners in the unit, or proxies thereof. For each CU, higher and lower benchmarks will be defined that will delimit three status zones: Green, Amber, and Red. As spawner abundance decreases, a CU moves towards the lower status zone, and the extent of management intervention for conservation purposes will increase.",skos_concept,
https://w3id.org/gcdfo/salmon#WSPBiologicalStatusZoneScheme,Wild Salmon Policy Status Zone,Controlled vocabulary for biological status zones under the Wild Salmon Policy.,skos_concept,
https://w3id.org/gcdfo/salmon#WSPRapidStatus,WSP rapid status,"The WSP rapid status assessment approach builds on previously completed WSP integrated status assessments. The WSP rapid status approach ensures statuses are scientifically objective, consistent, and comparable across BC/Yukon CUs. This approach is also relatively easy to implement, applicable to data rich and data poor CUs, and can be updated annually.",owl_class,
https://w3id.org/gcdfo/salmon#WSPRapidStatusAlgorithmThreshold,WSP Rapid Status Algorithm threshold,Threshold value used by the rapid-status algorithm that may differ from expert-defined benchmarks to incorporate precautionary buffers.,owl_class,http://purl.obolibrary.org/obo/IAO_0000030
https://w3id.org/gcdfo/salmon#YearBasis,Year basis,"A year-based temporal reference used to contextualize measurements or rates (e.g., brood year or catch year).",owl_class,
